frame,interval_ms,begin_ms,acquire_ms,present_ms,inside_ms
0,0.0000,0.0208,0.0597,0.8964,9.3121
1,9.4567,0.0281,0.0436,0.3906,0.5833
2,0.6279,0.0220,0.0258,0.1357,0.2786
3,0.3092,0.0147,0.0209,0.0686,0.1795
4,0.2036,0.4885,0.0264,10.7495,11.3485
5,11.4253,0.0276,0.0373,0.1192,0.3150
6,0.3534,7.5011,0.0423,2.5262,10.1985
7,10.2662,11.8162,0.0446,0.1584,12.1406
8,12.2015,12.7876,0.0319,0.2106,13.1372
9,13.1838,7.0291,0.0387,0.1815,7.3973
10,7.4452,6.5543,0.0676,0.1423,6.8917
11,6.9943,6.1077,0.0359,0.2552,6.4969
12,6.5914,6.4247,0.0333,0.4079,6.9702
13,7.0143,6.2298,0.0295,0.2047,6.5633
14,6.6066,6.5471,0.0261,0.2092,6.8774
15,6.9179,6.7551,0.0274,0.2324,7.1100
16,7.1526,6.4036,0.0231,0.2328,6.7475
17,6.7899,6.4501,0.0286,0.1729,6.7605
18,6.8086,6.6584,0.0256,0.2432,7.0141
19,7.0580,6.5169,0.0280,0.1923,6.8359
20,6.8784,6.5552,0.0251,0.2126,6.8829
21,6.9248,6.7136,0.0282,0.2153,7.0607
22,7.1112,6.7022,0.0577,0.4268,7.3512
23,7.4442,5.8789,0.0296,0.1719,6.1982
24,6.2431,6.5762,0.0306,0.2069,6.9305
25,7.0420,6.5307,0.0263,0.1963,6.8607
26,6.9020,6.5691,0.0330,0.1964,6.9074
27,6.9548,6.5259,0.0271,0.2014,6.8501
28,6.8880,6.5714,0.0240,0.2233,6.9116
29,6.9506,6.5772,0.0240,0.2132,6.9095
30,6.9523,6.5919,0.0225,0.2026,6.9206
31,6.9616,6.6905,0.0332,0.1660,7.0236
32,7.0914,6.4124,0.0317,0.1865,6.7439
33,6.8024,6.7312,0.0460,0.1143,7.0284
34,7.2069,6.3787,0.0322,0.1900,6.7263
35,6.7806,6.4695,0.0256,0.3243,6.9358
36,7.0400,6.4571,0.0223,0.1917,6.7821
37,6.8253,7.7238,0.0554,0.1743,8.1474
38,8.3240,5.3448,0.0410,0.1086,5.6367
39,5.6986,6.4679,0.0278,0.1884,6.7928
40,6.8909,6.6144,0.0312,0.3975,7.1564
41,7.2047,6.2718,0.0280,0.1521,6.5545
42,6.5954,6.7071,0.0309,0.1516,7.0053
43,7.0546,6.7211,0.0479,0.1363,7.0649
44,7.2932,6.3785,0.0397,0.1744,6.7234
45,6.7872,6.4318,0.0504,0.0967,6.7184
46,6.7702,6.4211,0.0456,0.1360,6.7299
47,6.7745,6.6283,0.0319,0.1187,6.9278
48,6.9714,6.5564,0.0384,0.2065,6.8995
49,7.0922,6.3736,0.0461,0.1688,6.7046
50,6.7572,6.6697,0.0302,0.1205,6.9339
51,6.9761,6.5741,0.0282,0.1185,6.8352
52,6.8788,6.6044,0.0272,0.2563,6.9878
53,7.0332,6.6422,0.0301,0.1182,6.9076
54,7.1184,6.3753,0.0369,0.1127,6.7048
55,6.7449,6.6236,0.0328,0.1275,6.8930
56,6.9334,6.6625,0.0300,0.2525,7.0491
57,7.0997,6.5798,0.0296,0.2070,6.9337
58,6.9816,6.5729,0.0325,0.1948,6.9193
59,6.9696,6.4107,0.0316,0.2547,6.8580
60,6.9283,6.3890,0.0293,0.2435,6.7665
61,6.8137,6.5670,0.0354,0.2068,6.9532
62,7.0913,6.4380,0.0281,0.1988,6.7748
63,6.8194,6.6451,0.0274,0.3638,7.1363
64,7.1854,6.3182,0.0281,0.2635,6.7135
65,6.7621,6.3771,0.0319,0.2473,6.7993
66,6.8518,6.7274,0.0550,0.0839,6.9783
67,7.0232,6.6420,0.0285,0.2320,7.0065
68,7.0520,6.3751,0.0273,0.2500,6.7507
69,6.8071,6.5503,0.0362,0.2575,6.9708
70,7.0181,6.3567,0.0319,0.1696,6.6627
71,6.7037,6.6769,0.0358,0.0940,6.9318
72,6.9749,6.5077,0.0249,0.2028,6.8380
73,6.8812,6.6565,0.0233,0.2089,6.9846
74,7.0242,6.9093,0.0504,0.2295,7.3756
75,7.5081,5.9743,0.0367,0.1712,6.3228
76,6.3799,6.4751,0.0308,0.1906,6.8047
